name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime,month,successful,condition_1,genre_encoded,company_encoded,director_encoded,writer_encoded,star_encoded,country_encoded,month_converted,season,runtime_range,rating_converted,profit,director_score,company_score,genre_score,star_score,writer_score
Escape from New York,R,Action,1981,"July 10, 1981 (United States)",7.2,131000.0,John Carpenter,John Carpenter,Kurt Russell,United States,6000000.0,25244626.0,AVCO Embassy Pictures,99.0,July,1,True,0,74,1374,2104,1542,55,7,Winter,Medium,R,19244626.0,0,5,5,5,5
The Evil Dead,NC-17,Horror,1981,"April 15, 1983 (United States)",7.5,192000.0,Sam Raimi,Sam Raimi,Bruce Campbell,United States,350000.0,2956630.0,Renaissance Pictures,85.0,April,1,True,10,1956,2479,3822,329,55,4,Winter,Short,R,2606630.0,5,1,5,1,5
Porky's,R,Comedy,1981,"March 19, 1982 (United States)",6.2,40000.0,Bob Clark,Bob Clark,Dan Monahan,Canada,2500000.0,111289673.0,Astral Bellevue Pathé,94.0,March,1,True,4,264,282,461,534,6,3,Winter,Medium,R,108789673.0,5,5,5,5,5
Blow Out,R,Crime,1981,"July 24, 1981 (United States)",7.4,47000.0,Brian De Palma,Brian De Palma,John Travolta,United States,18000000.0,12000000.0,Filmways Pictures,108.0,July,0,False,5,1073,318,520,1318,55,7,Winter,Medium,R,-6000000.0,5,1,5,5,1
Clash of the Titans,PG,Action,1981,"June 12, 1981 (United States)",6.9,42000.0,Desmond Davis,Beverley Cross,Laurence Olivier,United Kingdom,15000000.0,41092328.0,Charles H. Schneer Productions,118.0,June,1,True,0,628,712,418,1576,54,6,Winter,Medium,PG,26092328.0,1,1,5,1,1
Excalibur,R,Adventure,1981,"April 10, 1981 (United States)",7.4,59000.0,John Boorman,Thomas Malory,Nigel Terry,United Kingdom,11000000.0,34971136.0,Cinema '84,140.0,April,1,True,1,672,1367,4196,2002,54,4,Winter,Long,R,23971136.0,1,5,5,1,1
Mad Max 2,R,Action,1981,"May 21, 1982 (United States)",7.6,170000.0,George Miller,Terry Hayes,Mel Gibson,Australia,3000000.0,23668369.0,Kennedy Miller Productions,96.0,May,1,True,0,1417,966,4167,1825,2,5,Winter,Medium,R,20668369.0,5,1,5,5,1
Das Boot,Unknown,Adventure,1981,"February 10, 1982 (United States)",8.3,237000.0,Wolfgang Petersen,Wolfgang Petersen,Jürgen Prochnow,West Germany,0.0,11487676.0,Bavaria Film,149.0,February,1,True,1,358,2909,4493,1410,58,2,Winter,Long,Unkown,11487676.0,5,1,5,1,1
Stripes,R,Comedy,1981,"June 26, 1981 (United States)",6.9,68000.0,Ivan Reitman,Len Blum,Bill Murray,United States,10000000.0,85297000.0,Columbia Pictures,106.0,June,1,True,4,730,1117,2572,254,55,6,Winter,Medium,R,75297000.0,5,5,5,5,5
Possession,R,Drama,1981,"October 28, 1983 (United States)",7.4,27000.0,Andrzej Zulawski,Andrzej Zulawski,Isabelle Adjani,France,0.0,1113538.0,Gaumont,124.0,October,1,True,6,1145,129,220,1036,14,10,Winter,Long,R,1113538.0,1,0,5,1,1
The Cannonball Run,PG,Action,1981,"June 19, 1981 (United States)",6.2,34000.0,Hal Needham,Brock Yates,Burt Reynolds,United States,18000000.0,72179579.0,Golden Harvest Company,95.0,June,1,True,0,1175,1041,549,342,55,6,Winter,Medium,PG,54179579.0,5,5,5,5,5
Thief,R,Action,1981,"March 27, 1981 (United States)",7.4,27000.0,Michael Mann,Frank Hohimer,James Caan,United States,5500000.0,11492915.0,Mann/Caan Productions,123.0,March,1,True,0,1594,1920,1384,1074,55,3,Winter,Long,R,5992915.0,5,1,5,5,1
Endless Love,R,Drama,1981,"July 17, 1981 (United States)",4.9,7600.0,Franco Zeffirelli,Scott Spencer,Brooke Shields,United States,0.0,32492674.0,PolyGram Filmed Entertainment,116.0,July,1,True,6,1867,870,3874,327,55,7,Winter,Medium,R,32492674.0,5,5,5,1,1
Time Bandits,PG,Adventure,1981,"November 6, 1981 (United States)",7.0,60000.0,Terry Gilliam,Michael Palin,Sean Connery,United Kingdom,5000000.0,42368025.0,HandMade Films,110.0,November,1,True,1,1237,2718,2988,2384,54,11,Winter,Medium,PG,37368025.0,5,1,5,5,1
The Four Seasons,PG,Comedy,1981,"May 22, 1981 (United States)",6.8,4200.0,Alan Alda,Alan Alda,Alan Alda,United States,0.0,50427646.0,Universal Pictures,107.0,May,1,True,4,2279,39,66,38,55,5,Winter,Medium,PG,50427646.0,5,5,5,5,5
Friday the 13th Part 2,R,Horror,1981,"May 1, 1981 (United States)",6.1,61000.0,Steve Miner,Ron Kurz,Betsy Palmer,United States,1250000.0,21722776.0,Georgetown Productions Inc.,87.0,May,1,True,10,1154,2638,3732,241,55,5,Winter,Short,R,20472776.0,5,1,5,5,1
Scanners,R,Horror,1981,"January 14, 1981 (United States)",6.8,51000.0,David Cronenberg,David Cronenberg,Jennifer O'Neill,Canada,0.0,14225876.0,Canadian Film Development Corporation (CFDC),103.0,January,1,True,10,556,612,950,1189,6,1,Winter,Medium,R,14225876.0,5,1,5,1,0
For Your Eyes Only,PG,Action,1981,"June 26, 1981 (United States)",6.7,94000.0,John Glen,Richard Maibaum,Roger Moore,United Kingdom,28000000.0,54813222.0,Eon Productions,127.0,June,0,False,0,964,1393,3544,2266,54,6,Winter,Long,PG,26813222.0,5,5,5,5,5
Halloween II,R,Horror,1981,"October 30, 1981 (United States)",6.5,77000.0,Rick Rosenthal,John Carpenter,Jamie Lee Curtis,United States,2500000.0,25533818.0,Dino De Laurentiis Company,92.0,October,1,True,10,860,2324,2104,1106,55,10,Winter,Medium,R,23033818.0,5,1,5,5,5
Taps,PG,Drama,1981,"December 25, 1981 (United States)",6.8,17000.0,Harold Becker,Darryl Ponicsan,George C. Scott,United States,14000000.0,35856053.0,Major Studio Partners,126.0,December,1,True,6,1580,1052,916,883,55,12,Winter,Long,PG,21856053.0,5,5,5,5,1
Reds,PG,Biography,1981,"December 25, 1981 (United States)",7.3,21000.0,Warren Beatty,Warren Beatty,Warren Beatty,United States,32000000.0,40382659.0,Barclays Mercantile Industrial Finance,195.0,December,0,False,3,351,2865,4406,2739,55,12,Winter,Long,PG,8382659.0,5,0,5,5,0
On Golden Pond,PG,Drama,1981,"February 12, 1982 (United States)",7.6,29000.0,Mark Rydell,Ernest Thompson,Katharine Hepburn,United States,0.0,119285432.0,IPC Films,109.0,February,1,True,6,1303,1809,1315,1441,55,2,Winter,Medium,PG,119285432.0,5,5,5,5,5
The Fox and the Hound,G,Animation,1981,"July 10, 1981 (United States)",7.3,87000.0,Directors,Daniel P. Mannix,Mickey Rooney,United States,12000000.0,63456988.0,Walt Disney Animation Studios,83.0,July,1,True,2,2314,726,883,1900,55,7,Winter,Short,G,51456988.0,5,5,5,5,5
Chariots of Fire,PG,Biography,1981,"April 9, 1982 (United States)",7.2,56000.0,Hugh Hudson,Colin Welland,Ben Cross,United Kingdom,5500000.0,59303359.0,Enigma Productions,125.0,April,1,True,3,955,1094,790,223,54,4,Winter,Long,PG,53803359.0,1,5,5,5,5
Absence of Malice,PG,Drama,1981,"December 18, 1981 (United States)",6.9,12000.0,Sydney Pollack,Kurt Luedtke,Paul Newman,United States,12000000.0,40716963.0,Columbia Pictures,116.0,December,1,True,6,730,2685,2497,2089,55,12,Winter,Medium,PG,28716963.0,5,5,5,5,1
Tarzan the Ape Man,Approved,Adventure,1981,"July 24, 1981 (United States)",3.4,5300.0,John Derek,Tom Rowe,Bo Derek,United States,6500000.0,36565280.0,Metro-Goldwyn-Mayer (MGM),115.0,July,1,True,1,1635,1381,4285,276,55,7,Winter,Medium,G,30065280.0,1,5,5,1,1
Victory,PG,Drama,1981,"July 31, 1981 (United States)",6.7,29000.0,John Huston,Yabo Yablonsky,Michael Caine,United Kingdom,10000000.0,10853418.0,Lorimar Film Entertainment,116.0,July,0,False,6,1530,1406,4497,1849,54,7,Winter,Medium,PG,853418.0,1,5,5,5,1
Arthur,PG,Comedy,1981,"July 17, 1981 (United States)",6.9,27000.0,Steve Gordon,Steve Gordon,Dudley Moore,United States,7000000.0,95461682.0,Orion Pictures,97.0,July,1,True,4,1775,2633,4048,694,55,7,Winter,Medium,PG,88461682.0,5,5,5,5,5
My Dinner with Andre,PG,Biography,1981,"October 11, 1981 (United States)",7.8,19000.0,Louis Malle,Wallace Shawn,Andre Gregory,United States,0.0,5073.0,Saga Productions Inc.,110.0,October,1,True,3,2007,1711,4393,113,55,10,Winter,Medium,PG,5073.0,0,1,5,1,1
Caveman,PG,Comedy,1981,"April 17, 1981 (United States)",5.8,7300.0,Carl Gottlieb,Rudy De Luca,Ringo Starr,United States,0.0,15965924.0,Estudios Churubusco Azteca S.A.,91.0,April,1,True,4,976,375,3776,2224,55,4,Winter,Medium,PG,15965924.0,1,5,5,1,1
Dead & Buried,R,Horror,1981,"October 9, 1981 (United States)",6.6,11000.0,Gary Sherman,Jeff Millar,James Farentino,United States,3000000.0,0.0,Aspen Productions (I),94.0,October,0,False,10,261,929,1918,1079,55,10,Winter,Medium,R,-3000000.0,1,0,5,0,0
History of the World: Part I,R,Comedy,1981,"June 12, 1981 (United States)",6.9,47000.0,Mel Brooks,Mel Brooks,Mel Brooks,United States,11000000.0,31672907.0,Brooksfilms,92.0,June,1,True,4,494,1870,2892,1824,55,6,Winter,Medium,R,20672907.0,1,5,5,1,1
The Howling,R,Horror,1981,"April 10, 1981 (United States)",6.6,32000.0,Joe Dante,Gary Brandner,Dee Wallace,United States,1000000.0,17985893.0,Embassy Pictures,91.0,April,1,True,10,939,1338,1419,622,55,4,Winter,Medium,R,16985893.0,5,1,5,1,1
Dragonslayer,PG,Action,1981,"June 26, 1981 (United States)",6.7,16000.0,Matthew Robbins,Hal Barwood,Peter MacNicol,United Kingdom,18000000.0,14110013.0,Paramount Pictures,109.0,June,0,False,0,1810,1857,1584,2123,54,6,Winter,Medium,PG,-3889987.0,1,5,5,0,0
Cutter's Way,R,Crime,1981,"February 10, 1982 (France)",6.9,5300.0,Ivan Passer,Newton Thornburg,Jeff Bridges,United States,3000000.0,1752634.0,Gurian Entertainment,109.0,February,0,False,5,1220,1116,3141,1161,55,2,Winter,Medium,R,-1247366.0,1,0,5,5,0
Quest for Fire,R,Adventure,1981,"February 12, 1982 (United States)",7.3,21000.0,Jean-Jacques Annaud,Gérard Brach,Everett McGill,Canada,12500000.0,20962615.0,International Cinema Corporation (ICC),100.0,February,0,False,1,1348,1236,1574,800,6,2,Winter,Medium,R,8462615.0,5,1,5,1,1
The Final Conflict,R,Horror,1981,"March 20, 1981 (United States)",5.6,19000.0,Graham Baker,David Seltzer,Sam Neill,United Kingdom,5000000.0,20471382.0,Twentieth Century Fox,108.0,March,1,True,10,2251,1000,1029,2327,54,3,Winter,Medium,R,15471382.0,1,5,5,5,5
Mommie Dearest,R,Biography,1981,"September 25, 1981 (United States)",6.7,15000.0,Frank Perry,Christina Crawford,Faye Dunaway,United States,5000000.0,19032261.0,Paramount Pictures,129.0,September,1,True,3,1810,880,723,814,55,9,Winter,Long,R,14032261.0,5,5,5,1,1
Private Lessons,R,Comedy,1981,"June 10, 1981 (United States)",5.2,3400.0,Alan Myerson,Dan Greenburg,Sylvia Kristel,United States,2800000.0,26279000.0,Barry & Enright Productions,87.0,June,1,True,4,352,48,846,2537,55,6,Winter,Short,R,23479000.0,1,1,5,1,1
The Postman Always Rings Twice,R,Crime,1981,"March 20, 1981 (United States)",6.6,22000.0,Bob Rafelson,David Mamet,Jack Nicholson,West Germany,12000000.0,12376625.0,CIP Filmproduktion GmbH,122.0,March,0,False,5,532,291,998,1047,58,3,Winter,Long,R,376625.0,0,1,5,5,5
Ragtime,PG,Drama,1981,"December 25, 1981 (United States)",7.3,9000.0,Milos Forman,E.L. Doctorow,James Cagney,United States,0.0,14920781.0,Dino De Laurentiis Company,155.0,December,1,True,6,860,1982,1192,1075,55,12,Winter,Long,PG,14920781.0,0,1,5,1,0
Deadly Blessing,R,Horror,1981,"August 14, 1981 (United States)",5.6,5200.0,Wes Craven,Glenn M. Benest,Maren Jensen,United States,2500000.0,8279042.0,PolyGram Filmed Entertainment,100.0,August,1,True,10,1867,2874,1511,1722,55,8,Winter,Medium,R,5779042.0,5,5,5,1,1
Eyewitness,R,Crime,1981,"February 13, 1981 (United States)",6.0,4500.0,Peter Yates,Steve Tesich,William Hurt,United States,8500000.0,6400000.0,Twentieth Century Fox,103.0,February,0,False,5,2251,2215,4059,2765,55,2,Winter,Medium,R,-2100000.0,1,5,5,5,0
Gallipoli,PG,Adventure,1981,"August 28, 1981 (United States)",7.4,38000.0,Peter Weir,David Williamson,Mel Gibson,Australia,0.0,5732587.0,R&R Films,110.0,August,1,True,1,1915,2213,1047,1825,2,8,Winter,Medium,PG,5732587.0,5,1,5,5,1
Outland,R,Action,1981,"May 22, 1981 (United States)",6.6,28000.0,Peter Hyams,Peter Hyams,Sean Connery,United Kingdom,16000000.0,17374595.0,The Ladd Company,109.0,May,0,False,0,2185,2190,3375,2384,54,5,Winter,Medium,R,1374595.0,5,5,5,5,0
Southern Comfort,R,Action,1981,"September 25, 1981 (United States)",7.2,17000.0,Walter Hill,Michael Kane,Keith Carradine,United States,0.0,0.0,Cinema Group Ventures,106.0,September,1,True,0,675,2863,2967,1466,55,9,Winter,Medium,R,0.0,1,5,5,0,1
S.O.B.,R,Comedy,1981,"July 1, 1981 (United States)",6.4,5700.0,Blake Edwards,Blake Edwards,Julie Andrews,United States,12000000.0,14867086.0,Artista Management,122.0,July,0,False,4,246,275,447,1391,55,7,Winter,Long,R,2867086.0,1,1,5,5,5
The Beyond,R,Horror,1981,"November 11, 1983 (United States)",6.8,21000.0,Lucio Fulci,Dardano Sacchetti,Catriona MacColl,Italy,400000.0,123843.0,Fulvia Film,87.0,November,0,False,10,1127,1718,907,377,25,11,Winter,Short,R,-276157.0,0,0,5,0,0
Ghost Story,R,Drama,1981,"December 18, 1981 (United States)",6.3,7900.0,John Irvin,Peter Straub,Craig Wasson,United States,0.0,23371905.0,Universal Pictures,110.0,December,1,True,6,2279,1408,3393,509,55,12,Winter,Medium,R,23371905.0,1,5,5,1,1
My Bloody Valentine,R,Horror,1981,"February 11, 1981 (United States)",6.3,19000.0,George Mihalka,Stephen A. Miller,Paul Kelman,Canada,0.0,5672031.0,Canadian Film Development Corporation (CFDC),90.0,February,1,True,10,556,965,3996,2083,6,2,Winter,Medium,R,5672031.0,1,1,5,1,1
The Funhouse,R,Horror,1981,"March 13, 1981 (United States)",5.9,13000.0,Tobe Hooper,Lawrence J. Block,Elizabeth Berridge,United States,0.0,7886857.0,Universal Pictures,96.0,March,1,True,10,2279,2759,2548,737,55,3,Winter,Medium,R,7886857.0,5,5,5,1,1
One from the Heart,R,Drama,1981,"February 11, 1982 (United States)",6.5,5700.0,Francis Ford Coppola,Armyan Bernstein,Frederic Forrest,United States,26000000.0,636796.0,Zoetrope Studios,107.0,February,0,False,6,2374,862,309,850,55,2,Winter,Medium,R,-25363204.0,5,0,5,0,0
The French Lieutenant's Woman,R,Drama,1981,"October 16, 1981 (United States)",7.0,13000.0,Karel Reisz,John Fowles,Meryl Streep,United Kingdom,0.0,26890068.0,Juniper Films,124.0,October,1,True,6,1405,1559,2124,1839,54,10,Winter,Long,R,26890068.0,1,1,5,5,1
The Great Muppet Caper,G,Adventure,1981,"June 26, 1981 (United States)",7.2,14000.0,Jim Henson,Tom Patchett,Jim Henson,United Kingdom,0.0,31206251.0,Henson Associates (HA),97.0,June,1,True,1,1258,1307,4281,1238,54,6,Winter,Medium,G,31206251.0,1,1,5,5,5
True Confessions,R,Crime,1981,"September 25, 1981 (United States)",6.3,7500.0,Ulu Grosbard,John Gregory Dunne,Robert De Niro,United States,10000000.0,12850276.0,Chartoff-Winkler Productions,108.0,September,0,False,5,630,2836,2132,2238,55,9,Winter,Medium,R,2850276.0,0,5,5,5,1
Looker,PG,Drama,1981,"October 30, 1981 (United States)",6.1,4900.0,Michael Crichton,Michael Crichton,Albert Finney,United States,8000000.0,0.0,The Ladd Company,93.0,October,0,False,6,2185,1894,2930,49,55,10,Winter,Medium,PG,-8000000.0,0,5,5,0,5
Nighthawks,R,Action,1981,"April 10, 1981 (United States)",6.4,18000.0,Bruce Malmuth,David Shaber,Sylvester Stallone,United States,5000000.0,19905359.0,Universal Pictures,99.0,April,1,True,0,2279,338,1030,2536,55,4,Winter,Medium,R,14905359.0,5,5,5,5,1
Nice Dreams,R,Comedy,1981,"June 5, 1981 (United States)",6.2,7100.0,Tommy Chong,Tommy Chong,Cheech Marin,United States,0.0,37000000.0,C & C Brown Production,88.0,June,1,True,4,520,2803,4297,408,55,6,Winter,Short,R,37000000.0,5,1,5,5,5
Sharky's Machine,R,Action,1981,"December 18, 1981 (United States)",6.3,5600.0,Burt Reynolds,William Diehl,Burt Reynolds,United States,0.0,35610100.0,Deliverance Productions,122.0,December,1,True,0,830,360,4449,342,55,12,Winter,Long,R,35610100.0,1,1,5,5,5
Neighbors,R,Comedy,1981,"December 18, 1981 (United States)",5.6,7600.0,John G. Avildsen,Thomas Berger,John Belushi,United States,8500000.0,29916207.0,Columbia Pictures,94.0,December,1,True,4,730,1391,4183,1277,55,12,Winter,Medium,R,21416207.0,5,5,5,5,1
Puberty Blues,R,Comedy,1981,"December 10, 1981 (Australia)",5.9,1300.0,Bruce Beresford,Margaret Kelly,Nell Schofield,Australia,0.0,237000.0,Limelight Productions (II),87.0,December,1,True,4,1516,335,2723,1982,2,12,Winter,Short,R,237000.0,5,1,5,1,1
Eye of the Needle,R,Romance,1981,"July 24, 1981 (United States)",7.1,9900.0,Richard Marquand,Ken Follett,Donald Sutherland,United Kingdom,0.0,17583634.0,Kings Road Entertainment,112.0,July,1,True,14,1424,2308,2423,678,54,7,Winter,Medium,R,17583634.0,5,5,5,5,1
Wolfen,R,Horror,1981,"July 24, 1981 (United States)",6.3,9400.0,Michael Wadleigh,Whitley Strieber,Albert Finney,United States,17000000.0,10626725.0,Orion Pictures,115.0,July,0,False,10,1775,1946,4425,49,55,7,Winter,Medium,R,-6373275.0,0,5,5,0,0
Student Bodies,R,Comedy,1981,"August 7, 1981 (United States)",5.5,4400.0,Mickey Rose,Mickey Rose,Kristen Riter,United States,0.0,5165432.0,Allen Smithee Classic Films,86.0,August,1,True,4,136,1958,3032,1529,55,8,Winter,Short,R,5165432.0,1,1,5,1,1
Prince of the City,R,Crime,1981,"August 26, 1981 (United States)",7.5,7600.0,Sidney Lumet,Jay Presson Allen,Treat Williams,United States,8600000.0,8124257.0,Orion Pictures,167.0,August,0,False,5,1775,2559,1882,2678,55,8,Winter,Long,R,-475743.0,5,5,5,0,1
The Hand,R,Drama,1981,"April 24, 1981 (United States)",5.5,5700.0,Oliver Stone,Marc Brandel,Michael Caine,United States,0.0,2447576.0,Orion Pictures,104.0,April,1,True,6,1775,2077,2708,1849,55,4,Winter,Medium,R,2447576.0,5,5,5,5,1
Continental Divide,PG,Comedy,1981,"September 18, 1981 (United States)",6.2,4800.0,Michael Apted,Lawrence Kasdan,John Belushi,United States,0.0,15578237.0,Universal Pictures,103.0,September,1,True,4,2279,1883,2550,1277,55,9,Winter,Medium,PG,15578237.0,5,5,5,5,5
Diva,R,Music,1981,"April 23, 1982 (United States)",7.2,12000.0,Jean-Jacques Beineix,Daniel Odier,Wilhelmenia Fernandez,France,0.0,110014.0,Les Films Galaxie,117.0,April,1,True,11,1494,1237,882,2752,14,4,Winter,Medium,R,110014.0,1,1,1,1,1
Venom,R,Horror,1981,"January 29, 1982 (United States)",5.8,2600.0,Piers Haggard,Alan Scholefield,Klaus Kinski,United Kingdom,0.0,5229643.0,Morison Film Group,92.0,January,1,True,10,1669,2238,87,1519,54,1,Winter,Medium,R,5229643.0,1,1,5,1,1
Fort Apache the Bronx,R,Crime,1981,"February 6, 1981 (United States)",6.7,5800.0,Daniel Petrie,Heywood Gould,Paul Newman,United States,0.0,29200000.0,Time Life Films,125.0,February,1,True,5,2216,576,1643,2089,55,2,Winter,Long,R,29200000.0,5,1,5,5,5
Eyes of a Stranger,R,Horror,1981,"March 27, 1981 (United States)",6.0,2400.0,Ken Wiederhorn,Ron Kurz,Lauren Tewes,United States,800000.0,1118634.0,Georgetown Productions Inc.,84.0,March,0,False,10,1154,1586,3732,1574,55,3,Winter,Short,R,318634.0,1,1,5,1,1
Zorro: The Gay Blade,PG,Action,1981,"July 17, 1981 (United States)",6.2,4100.0,Peter Medak,Hal Dresner,George Hamilton,United States,0.0,0.0,Melvin Simon Productions,93.0,July,1,True,0,1626,2201,1585,886,55,7,Winter,Medium,PG,0.0,1,1,5,0,0
Under the Rainbow,PG,Comedy,1981,"July 31, 1981 (United States)",5.4,2600.0,Steve Rash,Fred Bauer,Chevy Chase,United States,20000000.0,18826490.0,Innovisions,98.0,July,0,False,4,1343,2641,1397,410,55,7,Winter,Medium,PG,-1173510.0,5,0,5,5,0
Carbon Copy,PG,Comedy,1981,"September 25, 1981 (United States)",5.6,2600.0,Michael Schultz,Stanley Shapiro,George Segal,United States,6000000.0,9566593.0,DeHaven/Shapiro Productions,92.0,September,0,False,4,825,1936,3987,892,55,9,Winter,Medium,PG,3566593.0,1,1,5,1,5
The Incredible Shrinking Woman,PG,Comedy,1981,"January 30, 1981 (United States)",5.5,4500.0,Joel Schumacher,Richard Matheson,Lily Tomlin,United States,0.0,20259961.0,Lija Productions,88.0,January,1,True,4,1513,1355,3547,1616,55,1,Winter,Short,PG,20259961.0,5,1,5,1,1
The Night the Lights Went Out in Georgia,PG,Drama,1981,"June 5, 1981 (United States)",6.0,891.0,Ron Maxwell,Bob Bonney,Kristy McNichol,United States,0.0,14923752.0,Viacom Enterprises,112.0,June,1,True,6,2294,2432,459,1537,55,6,Winter,Medium,PG,14923752.0,0,1,5,1,1
Quartet,R,Drama,1981,"October 25, 1981 (United States)",6.3,1300.0,James Ivory,Jean Rhys,Isabelle Adjani,United Kingdom,0.0,12042.0,Merchant Ivory Productions,101.0,October,1,True,6,1632,1171,1891,1036,54,10,Winter,Medium,R,12042.0,1,1,5,1,1
Graduation Day,R,Horror,1981,"May 1, 1981 (United States)",4.9,3600.0,Herb Freed,Anne Marisse,Christopher George,United States,250000.0,0.0,Baughn/Freed Productions,96.0,May,0,False,10,356,1072,268,458,55,5,Winter,Medium,R,-250000.0,1,0,5,1,0
Modern Problems,PG,Comedy,1981,"December 25, 1981 (United States)",5.1,4900.0,Ken Shapiro,Ken Shapiro,Chevy Chase,United States,8000000.0,26154211.0,Twentieth Century Fox,93.0,December,1,True,4,2251,1585,2435,410,55,12,Winter,Medium,PG,18154211.0,1,5,5,5,1
Pennies from Heaven,R,Drama,1981,"January 1, 1982 (United States)",6.5,5300.0,Herbert Ross,Dennis Potter,Steve Martin,United States,22000000.0,9171289.0,Metro-Goldwyn-Mayer (MGM),108.0,January,0,False,6,1635,1073,1087,2507,55,1,Winter,Medium,R,-12828711.0,5,5,5,5,0
American Pop,R,Animation,1981,"February 13, 1981 (United States)",7.2,4400.0,Ralph Bakshi,Ronni Kern,Mews Small,United States,1500000.0,0.0,Bakshi Productions,96.0,February,0,False,2,335,2260,3748,1841,55,2,Winter,Medium,R,-1500000.0,0,0,5,0,0
The Legend of the Lone Ranger,PG,Action,1981,"May 22, 1981 (United States)",5.1,2000.0,William A. Fraker,Ivan Goff,Klinton Spilsbury,United States,18000000.0,12617845.0,Eaves Movie Ranch,98.0,May,0,False,0,908,2884,1721,1521,55,5,Winter,Medium,PG,-5382155.0,0,0,5,0,5
